200		OPEN	1	8cd4e90c-7e0f-4ad0-80dc-54f8b4bcbf1e	81	v27-1773574500-54302-w1-a1	0	3341	10613	200	3341	v27-1773574500-54302-w1-a1
200		OPEN	1	afa33ccc-69cb-4568-bf94-2b4291310ce5	69	v27-1773574500-54302-w4-a1	0	4303	12671	200	4303	v27-1773574500-54302-w4-a1
200		OPEN	1	0a164d71-b13f-433c-ba2b-fb8e0c8d2f8b	84	v27-1773574500-54302-w3-a1	0	4479	13191	200	4479	v27-1773574500-54302-w3-a1
200		OPEN	1	d935f6b7-191e-43e2-875d-62192524f382	68	v27-1773574500-54302-w2-a1	0	3344	13285	200	3344	v27-1773574500-54302-w2-a1
200		OPEN	1	98ba6f72-52a0-4d4f-8227-d8d9cfcc6bdd	94	v27-1773574500-54302-w5-a1	0	4399	13955	200	4399	v27-1773574500-54302-w5-a1
200		OPEN	1	a1b8a728-b6e8-4768-8fee-784e8b4410ed	57	v27-1773574500-54302-w8-a1	0	5341	15511	200	5341	v27-1773574500-54302-w8-a1
200		OPEN	1	28e79e44-069a-4228-aa92-dd8aeb27484a	120	v27-1773574500-54302-w7-a1	0	6015	16624	200	6015	v27-1773574500-54302-w7-a1
200		OPEN	1	a2969783-023b-472d-ba54-31835e1c2b07	58	v27-1773574500-54302-w6-a1	0	5657	18139	200	5657	v27-1773574500-54302-w6-a1
200		OPEN	1	a602d757-5345-499b-9cea-2a1f2bc24272	93	v27-1773574500-54302-w10-a1	0	4781	17618	200	4781	v27-1773574500-54302-w10-a1
200		OPEN	1	24c3e4d7-9c75-4085-b2a7-d228dec4f722	117	v27-1773574500-54302-w9-a1	0	6727	18804	200	6727	v27-1773574500-54302-w9-a1
200		OPEN	1	aa59df41-6fd8-4fa2-990c-e619173d9e1f	114	v27-1773574500-54302-w12-a1	0	6349	18895	200	6349	v27-1773574500-54302-w12-a1
200		OPEN	1	3ec708b6-6089-4e3a-bb90-08c8f416a318	137	v27-1773574500-54302-w15-a1	0	6594	18823	200	6594	v27-1773574500-54302-w15-a1
200		OPEN	1	0f34bffe-57bc-44ec-a45c-b555f685ac4a	99	v27-1773574500-54302-w11-a1	0	8209	21233	200	8209	v27-1773574500-54302-w11-a1
200		OPEN	1	101045f3-9453-4631-a7d7-01aea36ac7ab	106	v27-1773574500-54302-w13-a1	0	7784	21256	200	7784	v27-1773574500-54302-w13-a1
200		OPEN	1	ca1d0244-7c57-42f5-87f5-6ee28a60c321	101	v27-1773574500-54302-w14-a1	0	7038	22938	200	7038	v27-1773574500-54302-w14-a1
409		OPEN	1		46	v27-1773574500-54302-w16-a3	2	16202	108534	409,409,409	7795,10800,16202	v27-1773574500-54302-w16-a1,v27-1773574500-54302-w16-a2,v27-1773574500-54302-w16-a3
409		OPEN	1		102	v27-1773574500-54302-w19-a3	2	17366	113755	409,409,409	7171,8867,17366	v27-1773574500-54302-w19-a1,v27-1773574500-54302-w19-a2,v27-1773574500-54302-w19-a3
409		OPEN	1		102	v27-1773574500-54302-w20-a3	2	18854	126113	409,409,409	7617,11910,18854	v27-1773574500-54302-w20-a1,v27-1773574500-54302-w20-a2,v27-1773574500-54302-w20-a3
409		OPEN	1		179	v27-1773574500-54302-w21-a3	2	20038	123613	409,409,409	9912,10268,20038	v27-1773574500-54302-w21-a1,v27-1773574500-54302-w21-a2,v27-1773574500-54302-w21-a3
409		OPEN	1		141	v27-1773574500-54302-w17-a3	2	18988	128424	409,409,409	8090,14654,18988	v27-1773574500-54302-w17-a1,v27-1773574500-54302-w17-a2,v27-1773574500-54302-w17-a3
409		OPEN	1		192	v27-1773574500-54302-w32-a3	2	20068	122374	409,409,409	6863,10470,20068	v27-1773574500-54302-w32-a1,v27-1773574500-54302-w32-a2,v27-1773574500-54302-w32-a3
409		OPEN	1		98	v27-1773574500-54302-w18-a3	2	17003	136381	409,409,409	10065,12104,17003	v27-1773574500-54302-w18-a1,v27-1773574500-54302-w18-a2,v27-1773574500-54302-w18-a3
409		OPEN	1		154	v27-1773574500-54302-w25-a3	2	16836	129160	409,409,409	9165,14322,16836	v27-1773574500-54302-w25-a1,v27-1773574500-54302-w25-a2,v27-1773574500-54302-w25-a3
409		OPEN	1		177	v27-1773574500-54302-w22-a3	2	21709	135853	409,409,409	7011,16743,21709	v27-1773574500-54302-w22-a1,v27-1773574500-54302-w22-a2,v27-1773574500-54302-w22-a3
409		OPEN	1		142	v27-1773574500-54302-w28-a3	2	22571	134276	409,409,409	11577,12246,22571	v27-1773574500-54302-w28-a1,v27-1773574500-54302-w28-a2,v27-1773574500-54302-w28-a3
409		OPEN	1		131	v27-1773574500-54302-w31-a3	2	27663	132708	409,409,409	7055,12398,27663	v27-1773574500-54302-w31-a1,v27-1773574500-54302-w31-a2,v27-1773574500-54302-w31-a3
409		OPEN	1		161	v27-1773574500-54302-w23-a3	2	27097	141106	409,409,409	9528,15322,27097	v27-1773574500-54302-w23-a1,v27-1773574500-54302-w23-a2,v27-1773574500-54302-w23-a3
409		OPEN	1		159	v27-1773574500-54302-w27-a3	2	26691	136789	409,409,409	11450,12727,26691	v27-1773574500-54302-w27-a1,v27-1773574500-54302-w27-a2,v27-1773574500-54302-w27-a3
409		OPEN	1		917	v27-1773574500-54302-w29-a3	2	20317	139247	409,409,409	7408,12640,20317	v27-1773574500-54302-w29-a1,v27-1773574500-54302-w29-a2,v27-1773574500-54302-w29-a3
