200		OPEN	1	54ef9597-9828-4f02-bd96-e12f7c5a8fc9	52
200		OPEN	1	31118d3e-816e-4397-8391-f539dbcf5c3c	56
200		OPEN	1	2b157f22-29b9-4466-b8c2-6355b2552cea	108
200		OPEN	1	c8b1f37c-8bfc-40b0-b90c-a7fb0e0053b3	67
200		OPEN	1	b9aa658d-ebc3-48ba-8437-ca0a8b47d594	68
200		OPEN	1	b968379a-a514-4354-bfba-ee7595b3b0e6	66
200		OPEN	1	4b9673e4-5b0c-44ff-ac83-f43ea87bd679	94
200		OPEN	1	48080952-0b7b-41e1-9e4c-134ec65d7815	52
200		OPEN	1	8bd3dea8-f1aa-484b-beb3-863127e9153d	79
200		OPEN	1	470ea8c3-429f-46cc-ba42-1ec433b043d4	88
200		OPEN	1	887ce73a-be71-4391-859c-b85771e5c2e8	93
200		OPEN	1	2b54c4ab-afb0-49c3-969d-59ce91254422	72
409		OPEN	1		102
409		OPEN	1		40
409		OPEN	1		119
409		OPEN	1		48
409		OPEN	1		101
409		OPEN	1		156
409		OPEN	1		112
409		OPEN	1		101
409		OPEN	1		164
409		OPEN	1		42
409		OPEN	1		100
409		OPEN	1		121
409		OPEN	1		95
409		OPEN	1		141
409		OPEN	1		87
409		OPEN	1		75
409		OPEN	1		45
409		OPEN	1		37
409		OPEN	1		80
409		OPEN	1		42
409		OPEN	1		294
409		OPEN	1		115
409		OPEN	1		73
409		OPEN	1		119
409		OPEN	1		84
409		OPEN	1		112
409		OPEN	1		87
409		OPEN	1		167
409		OPEN	1		288
409		OPEN	1		156
409		OPEN	1		42
409		OPEN	1		142
409		OPEN	1		115
409		OPEN	1		70
409		OPEN	1		125
409		OPEN	1		143
409		OPEN	1		103
409		OPEN	1		124
409		OPEN	1		109
409		OPEN	1		184
409		OPEN	1		41
409		OPEN	1		138
409		OPEN	1		41
409		OPEN	1		116
409		OPEN	1		157
409		OPEN	1		147
409		OPEN	1		189
409		OPEN	1		188
409		OPEN	1		92
409		OPEN	1		39
409		OPEN	1		41
409		OPEN	1		108
409		OPEN	1		108
409		OPEN	1		114
409		OPEN	1		77
409		OPEN	1		164
409		OPEN	1		131
409		OPEN	1		46
409		OPEN	1		132
409		OPEN	1		46
409		OPEN	1		115
409		OPEN	1		88
409		OPEN	1		100
409		OPEN	1		40
409		OPEN	1		110
409		OPEN	1		74
409		OPEN	1		42
409		OPEN	1		112
409		OPEN	1		86
409		OPEN	1		177
409		OPEN	1		181
409		OPEN	1		37
409		OPEN	1		107
409		OPEN	1		36
409		OPEN	1		78
409		OPEN	1		65
409		OPEN	1		72
409		OPEN	1		120
409		OPEN	1		67
409		OPEN	1		60
409		OPEN	1		80
409		OPEN	1		72
409		OPEN	1		58
409		OPEN	1		61
409		OPEN	1		43
409		OPEN	1		43
409		OPEN	1		53
409		OPEN	1		48
